login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
koush,koush/bleno-mac,2020-04-08T01:31:40Z,0,0,Objective-C++,True,True,mit
koush,koush/boilerplate,2015-04-04T17:35:27Z,96,96,Java,True,True,other
koush,koush/box-android-sdk,2013-01-21T07:20:03Z,4,4,Java,True,True,
koush,koush/box-android-sdk-v2,2014-07-02T18:07:13Z,5,5,Java,True,True,apache-2.0
koush,koush/box-java-sdk-v2,2014-07-02T18:08:07Z,1,1,Java,True,True,apache-2.0
koush,koush/Broadway,2014-02-10T01:03:36Z,1,1,C,True,True,other
koush,koush/buffer,2019-12-07T00:15:18Z,0,0,JavaScript,True,False,mit
koush,koush/CarbonMac,2013-01-31T22:11:59Z,1,1,Objective-C,True,True,
koush,koush/CarbonResources,2013-01-31T22:05:58Z,11,11,,True,True,
koush,koush/cast-custom-receiver,2014-03-23T01:38:11Z,2,2,JavaScript,True,True,apache-2.0
koush,koush/Cast-Media-Player-Library-Sample,2014-03-23T01:03:38Z,0,0,,True,True,apache-2.0
koush,koush/CastAPI,2014-03-04T19:25:32Z,12,12,Java,True,True,
koush,koush/CastResources,2014-01-05T00:07:43Z,11,11,,True,True,
koush,koush/CastSite,2014-02-28T06:57:50Z,8,8,JavaScript,True,True,
koush,koush/CESetupDLLTemplate,2009-05-12T21:36:12Z,0,0,JavaScript,True,True,
koush,koush/chacha20poly1305,2023-04-01T05:53:05Z,0,0,,True,True,
koush,koush/Chips,2015-02-18T06:48:15Z,3,3,,True,True,
koush,koush/chrome-net,2020-03-22T02:39:54Z,1,1,JavaScript,True,False,mit
koush,koush/chromeadb,2014-08-24T04:34:13Z,13,13,JavaScript,True,True,other
koush,koush/Chromecast,2013-08-04T03:09:35Z,16,16,Java,True,True,
koush,koush/chromecast-java-api-v2,2018-11-21T09:18:19Z,2,2,Java,True,False,apache-2.0
koush,koush/Clear,2014-07-01T21:28:41Z,22,22,Java,True,True,
koush,koush/cling,2013-12-23T12:34:02Z,2,2,Java,True,False,
jtleek,jtleek/2018,2018-10-31T13:50:37Z,1,1,HTML,True,True,
jtleek,jtleek/ads2020,2020-05-18T00:45:46Z,74,74,CSS,True,True,
jtleek,jtleek/advdatasci,2017-08-25T10:38:16Z,23,23,HTML,True,True,
jtleek,jtleek/advdatasci-project,2017-11-20T18:33:29Z,2,2,HTML,True,True,
jtleek,jtleek/advdatasci-swirl,2015-12-07T17:43:53Z,4,4,HTML,True,True,
jtleek,jtleek/advdatasci15,2015-08-30T22:27:26Z,17,17,HTML,True,True,
jtleek,jtleek/advdatasci16,2016-08-17T16:08:20Z,7,7,HTML,True,True,
jtleek,jtleek/advdatasci_swirl,2016-08-24T00:44:35Z,5,5,HTML,True,True,
jtleek,jtleek/ai,2023-06-07T13:06:23Z,5,5,,True,True,
jtleek,jtleek/ballgown,2013-08-28T18:18:50Z,0,0,C++,True,True,
jtleek,jtleek/big_course,2020-04-22T20:16:02Z,0,0,,True,True,
jtleek,jtleek/bookdown-start,2016-11-30T02:05:00Z,1,1,TeX,True,True,
jtleek,jtleek/books,2020-12-10T21:42:01Z,13,13,,True,True,
jtleek,jtleek/capitalIn21stCenturyinR,2014-05-27T20:38:31Z,212,212,HTML,True,True,
jtleek,jtleek/careerplanning,2015-05-28T12:37:04Z,119,119,,True,True,
jtleek,jtleek/coc,2020-12-11T03:34:56Z,0,0,,True,True,
jtleek,jtleek/courses,2020-12-11T03:58:32Z,16,16,,True,True,
jtleek,jtleek/COVID-19,2020-03-27T10:43:35Z,1,1,,True,True,
jtleek,jtleek/crsra,2018-06-04T12:29:13Z,4,4,R,True,True,
jtleek,jtleek/cshlcg-labs,2017-11-30T10:41:31Z,6,6,,True,True,
jtleek,jtleek/data,2020-12-10T21:39:54Z,12,12,,True,True,
jtleek,jtleek/dataanalysis,2013-01-22T12:16:41Z,762,762,JavaScript,True,True,
jtleek,jtleek/datascientist,2012-06-24T14:36:20Z,10,10,R,True,True,
jtleek,jtleek/datasharing,2013-11-07T13:25:07Z,6536,6536,,True,True,
jtleek,jtleek/datawomenontwitter,2014-09-09T15:49:57Z,7,7,,True,True,
jtleek,jtleek/day1,2017-07-10T21:44:28Z,0,0,HTML,True,True,
jtleek,jtleek/derfinder,2013-07-20T16:05:59Z,0,0,R,True,True,
jtleek,jtleek/derfinder-1,2013-11-08T18:16:27Z,0,0,R,True,True,
jtleek,jtleek/DSM,2013-08-08T13:20:40Z,0,0,R,True,True,
jtleek,jtleek/EDA-Project,2013-03-12T14:46:24Z,2,2,JavaScript,True,True,
jtleek,jtleek/escalatr,2020-05-22T15:59:10Z,7,7,,True,True,
jtleek,jtleek/euclideo,2020-05-09T18:43:24Z,0,0,R,True,True,other
jtleek,jtleek/firstpaper,2015-09-17T15:17:01Z,293,293,,True,True,gpl-2.0
jtleek,jtleek/futureofstats,2013-11-21T15:07:59Z,33,33,,True,True,
jtleek,jtleek/gcd,2018-06-04T13:01:18Z,1,1,,True,True,
jtleek,jtleek/gdspi,2019-10-08T17:06:34Z,9,9,,True,True,
jtleek,jtleek/genomicspapers,2014-10-07T18:32:10Z,468,468,,True,True,
jtleek,jtleek/genstats,2015-07-13T16:55:21Z,151,151,HTML,True,True,other
jtleek,jtleek/genstats_site,2015-08-20T12:23:21Z,17,17,HTML,True,True,
jtleek,jtleek/github-slideshow,2020-08-21T11:59:23Z,0,0,Ruby,True,True,mit
jtleek,jtleek/googleCite,2013-09-03T12:48:28Z,4,4,,True,True,
jtleek,jtleek/graduate,2012-11-07T16:43:18Z,3,3,,True,True,
jtleek,jtleek/healthvis,2012-11-12T21:35:30Z,8,8,Python,True,True,
jtleek,jtleek/helm-3-6-2024,2024-03-06T15:23:24Z,1,1,,True,True,
jtleek,jtleek/hr-in-ds,2021-03-11T16:22:19Z,1,1,,True,True,
jtleek,jtleek/hyde,2014-04-25T03:59:31Z,0,0,CSS,True,False,other
jtleek,jtleek/iap,2019-07-23T14:58:51Z,1,1,R,True,True,other
jtleek,jtleek/inclassfeb62014,2014-02-06T16:13:11Z,1,1,Shell,True,True,
jtleek,jtleek/intro-ml-2018,2018-10-31T16:42:13Z,8,8,HTML,True,True,
jtleek,jtleek/jhsph-irb-research-plan-template,2020-04-19T18:34:51Z,4,4,,True,True,
jtleek,jtleek/jhsph753,2013-01-22T03:06:39Z,2,2,JavaScript,True,True,
jtleek,jtleek/jhsph753and4,2014-01-04T21:06:44Z,14,14,JavaScript,True,True,
jtleek,jtleek/jhudash,2015-09-21T00:11:42Z,0,0,,True,True,cc0-1.0
jtleek,jtleek/jhudash-refugee,2015-09-21T15:08:47Z,1,1,HTML,True,True,
jtleek,jtleek/jobs,2020-12-10T21:45:41Z,10,10,,True,True,
jtleek,jtleek/jtleek.github.io,2014-04-25T04:14:45Z,16,16,HTML,True,True,
jtleek,jtleek/langmead-lab,2015-05-28T12:35:48Z,0,0,,True,True,
jtleek,jtleek/leah,2014-03-05T16:11:46Z,0,0,,True,True,
jtleek,jtleek/leanpubdemorepo,2019-03-26T15:36:29Z,0,0,,True,True,
jtleek,jtleek/leekasso,2014-01-08T02:40:21Z,13,13,R,True,True,
jtleek,jtleek/Module1,2015-06-30T13:28:23Z,1,1,HTML,True,True,other
jtleek,jtleek/modules,2013-07-12T21:09:41Z,96,96,JavaScript,True,True,
jtleek,jtleek/MOOCtalk,2014-03-13T13:53:05Z,1,1,JavaScript,True,True,
jtleek,jtleek/mypkg,2015-12-14T18:56:54Z,0,0,R,True,True,
jtleek,jtleek/newproject,2017-08-30T18:14:23Z,1,1,,True,True,
jtleek,jtleek/new_project,2017-08-30T16:58:22Z,0,0,,True,True,
jtleek,jtleek/papr,2016-10-04T01:22:46Z,19,19,HTML,True,True,
jtleek,jtleek/polyester,2014-06-06T01:57:33Z,0,0,R,True,True,
jtleek,jtleek/portfolio,2014-01-21T13:35:16Z,1,1,,True,True,
jtleek,jtleek/practicecourse,2017-12-08T14:48:09Z,0,0,,True,True,
jtleek,jtleek/protocols,2014-08-21T20:55:43Z,12,12,HTML,True,True,
jtleek,jtleek/R-Markdown-Parallax,2019-06-17T16:58:00Z,0,0,HTML,True,True,
jtleek,jtleek/rdsmGeneSig,2013-08-15T13:16:01Z,1,1,R,True,True,
jtleek,jtleek/readingpapers,2016-02-09T18:56:30Z,480,480,,True,True,
jtleek,jtleek/replication_paper,2015-09-04T00:59:36Z,3,3,HTML,True,True,
jtleek,jtleek/reviews,2013-10-22T23:47:38Z,468,468,,True,True,gpl-2.0
jtleek,jtleek/rfitbit,2013-12-30T17:43:29Z,1,1,,True,True,
jtleek,jtleek/rmd4edu,2020-06-20T20:33:17Z,0,0,,True,True,
jtleek,jtleek/robotjeff,2017-06-13T04:17:05Z,0,0,R,True,True,
jtleek,jtleek/rpackages,2013-09-18T18:38:33Z,514,514,,True,True,
jtleek,jtleek/runs,2015-12-30T20:22:37Z,0,0,HTML,True,True,mit
jtleek,jtleek/scorcher,2023-12-15T17:36:54Z,3,3,R,True,True,other
jtleek,jtleek/simplystats,2014-12-30T20:32:06Z,6,6,R,True,True,
jtleek,jtleek/simplystats_analysis,2018-07-13T23:03:03Z,1,1,R,True,True,
jtleek,jtleek/simplystats_posts_sisbid,2018-07-13T18:15:39Z,0,0,,True,True,
jtleek,jtleek/sisbid-rstudio,2016-07-11T21:03:02Z,0,0,,True,True,
jtleek,jtleek/sisbidday2,2016-07-12T15:33:04Z,0,0,HTML,True,True,
jtleek,jtleek/sisbid_2019_practice,2019-07-15T21:17:55Z,0,0,,True,True,
jtleek,jtleek/sisbid_day2,2018-07-12T15:53:27Z,0,0,,True,True,
jtleek,jtleek/sisbid_day2_2018,2018-07-12T16:38:13Z,0,0,HTML,True,True,
jtleek,jtleek/sisg,2015-07-09T10:24:43Z,2,2,HTML,True,True,other
jtleek,jtleek/slipper,2016-12-08T21:08:11Z,118,118,R,True,True,
jtleek,jtleek/software,2020-12-11T03:55:48Z,6,6,,True,True,
jtleek,jtleek/sra-gtex,2016-05-02T19:23:09Z,0,0,R,True,True,
jtleek,jtleek/statements,2015-09-16T11:51:52Z,5,5,,True,False,other
jtleek,jtleek/sva,2015-12-30T18:18:32Z,3,3,R,True,False,
jtleek,jtleek/sva-devel,2014-06-05T02:09:23Z,28,28,R,True,True,
jtleek,jtleek/svaruv,2014-06-01T02:18:13Z,2,2,,True,True,
jtleek,jtleek/svaseq,2014-06-24T00:31:35Z,19,19,,True,True,
jtleek,jtleek/swfdr,2012-12-07T16:25:51Z,26,26,R,True,True,
awslabs,awslabs/.github,2019-02-18T19:16:46Z,3,3,,True,False,
awslabs,awslabs/adatune,2019-06-24T22:57:19Z,289,289,Python,True,False,apache-2.0
awslabs,awslabs/agent-evaluation,2024-03-19T19:58:26Z,99,99,Python,True,True,apache-2.0
awslabs,awslabs/agents-for-amazon-bedrock-blueprints,2024-06-24T17:06:58Z,15,15,TypeScript,True,True,mit-0
awslabs,awslabs/ai-powered-health-data-masking,2019-08-05T18:56:28Z,26,26,Python,True,False,mit-0
awslabs,awslabs/ai-video-super-resolution,2021-10-20T09:41:43Z,45,45,Python,True,True,apache-2.0
awslabs,awslabs/aiops-modules,2024-01-04T14:54:38Z,47,47,Python,True,True,apache-2.0
awslabs,awslabs/amazon-accessible-rl-sdk,2022-08-18T03:39:58Z,36,36,Python,True,True,apache-2.0
awslabs,awslabs/amazon-apigateway-ingress-controller,2019-03-11T18:57:04Z,113,113,Go,True,False,apache-2.0
awslabs,awslabs/amazon-app-runner-deploy,2021-10-07T22:57:17Z,50,50,TypeScript,True,True,mit-0
awslabs,awslabs/amazon-asdi,2019-10-29T20:59:27Z,81,81,Jupyter Notebook,True,True,apache-2.0
awslabs,awslabs/amazon-athena-cross-account-catalog,2019-11-26T18:41:40Z,29,29,Python,True,True,apache-2.0
awslabs,awslabs/amazon-aurora-postgres-monitoring,2020-07-15T22:47:34Z,38,38,Python,True,True,apache-2.0
awslabs,awslabs/amazon-cloudwatch-publisher,2020-01-31T00:10:18Z,28,28,Python,False,False,apache-2.0
awslabs,awslabs/amazon-denseclus,2021-08-03T23:11:08Z,93,93,Jupyter Notebook,True,True,mit-0
awslabs,awslabs/amazon-documentdb-tools,2019-03-29T00:29:52Z,124,124,Python,True,False,apache-2.0
awslabs,awslabs/amazon-dynamodb-local-samples,2023-07-19T18:28:02Z,15,15,Java,True,True,mit-0
awslabs,awslabs/amazon-dynamodb-lock-client,2017-04-12T18:27:48Z,476,476,Java,True,True,other
awslabs,awslabs/amazon-dynamodb-tools,2021-12-15T20:25:30Z,118,118,Python,False,True,apache-2.0
awslabs,awslabs/amazon-ebs-autoscale,2019-11-15T00:58:47Z,112,112,Shell,True,False,mit
awslabs,awslabs/amazon-ec2-instance-qualifier,2020-07-22T17:12:42Z,17,17,Go,False,False,apache-2.0
awslabs,awslabs/amazon-ecr-containerd-resolver,2018-07-03T23:10:10Z,97,97,Go,True,False,apache-2.0
awslabs,awslabs/amazon-ecr-credential-helper,2016-05-23T20:01:21Z,2491,2491,Go,True,False,apache-2.0
awslabs,awslabs/amazon-ecr-data-replication-hub-plugin,2020-11-24T18:45:47Z,14,14,TypeScript,True,True,
awslabs,awslabs/amazon-ecs-amazon-efs,2015-10-01T20:53:59Z,66,66,,True,False,apache-2.0
awslabs,awslabs/amazon-ecs-for-open-application-model,2020-03-11T18:21:44Z,59,59,Go,True,True,apache-2.0
awslabs,awslabs/amazon-ecs-intellisense-schema,2019-08-07T16:21:03Z,15,15,Python,True,False,apache-2.0
awslabs,awslabs/amazon-ecs-local-container-endpoints,2019-02-28T18:40:13Z,496,496,Go,True,False,apache-2.0
awslabs,awslabs/amazon-ecs-nodejs-microservices,2017-05-09T18:46:57Z,674,674,Shell,True,False,apache-2.0
awslabs,awslabs/amazon-eks-ami,2018-06-05T23:04:48Z,2441,2441,Shell,True,False,mit-0
awslabs,awslabs/amazon-eks-irsa-cfn,2020-03-30T21:59:09Z,18,18,JavaScript,False,False,apache-2.0
awslabs,awslabs/amazon-eks-serverless-drainer,2019-07-23T16:37:26Z,60,60,Shell,True,False,mit-0
awslabs,awslabs/amazon-emr-cli,2023-03-10T21:26:03Z,38,38,Python,False,False,apache-2.0
awslabs,awslabs/amazon-emr-on-eks-custom-image-cli,2021-08-19T21:29:35Z,25,25,Python,True,True,apache-2.0
awslabs,awslabs/amazon-emr-serverless-image-cli,2022-12-09T20:45:52Z,3,3,Python,True,True,apache-2.0
awslabs,awslabs/amazon-emr-user-role-mapper,2020-07-16T22:52:22Z,20,20,Java,True,True,apache-2.0
awslabs,awslabs/amazon-emr-vscode-toolkit,2022-09-06T17:34:40Z,29,29,TypeScript,True,False,apache-2.0
awslabs,awslabs/amazon-guardduty-tester,2018-02-02T17:53:07Z,340,340,TypeScript,True,False,apache-2.0
awslabs,awslabs/amazon-inspector-agent-autodeploy,2016-08-16T20:43:58Z,28,28,Python,True,False,apache-2.0
awslabs,awslabs/amazon-inspector-auto-remediate,2016-07-29T16:55:11Z,57,57,Python,True,False,apache-2.0
awslabs,awslabs/amazon-inspector-finding-forwarder,2016-07-16T02:36:58Z,39,39,Python,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-agent,2015-10-09T22:14:48Z,357,357,Java,True,False,other
awslabs,awslabs/amazon-kinesis-aggregators,2014-10-01T23:43:30Z,151,151,Java,True,False,other
awslabs,awslabs/amazon-kinesis-archiver,2015-09-17T08:28:36Z,31,31,JavaScript,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-client,2013-11-07T19:02:44Z,644,644,Java,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-client-net,2015-04-17T16:54:14Z,62,62,C#,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-client-nodejs,2015-03-10T23:35:26Z,297,297,JavaScript,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-client-python,2014-10-21T18:14:44Z,369,369,Python,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-client-ruby,2014-12-06T00:16:53Z,146,146,Ruby,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-connector-flink,2020-09-30T18:29:21Z,21,21,Java,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-connector-flink-state-migrator,2024-03-13T06:34:16Z,1,1,Java,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-data-generator,2017-03-29T19:36:09Z,200,200,JavaScript,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-producer,2015-05-26T20:37:52Z,399,399,C++,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-scaling-utils,2014-10-22T07:32:12Z,338,338,Java,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-ice,2024-04-24T13:28:44Z,3,3,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-pic,2020-01-16T20:33:40Z,49,49,C++,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-producer-c,2020-01-16T20:33:04Z,55,55,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-producer-sdk-cpp,2017-11-16T18:46:09Z,377,377,C++,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-producer-sdk-java,2017-11-20T08:18:44Z,78,78,Java,True,False,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-rtcp,2024-07-10T08:54:01Z,1,1,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-rtp,2024-04-24T11:04:56Z,1,1,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-sdp,2023-12-21T10:13:07Z,1,1,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-signaling,2024-03-08T03:29:43Z,1,1,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-stun,2024-02-12T17:23:47Z,4,4,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-webrtc-sdk-android,2019-11-08T20:48:39Z,59,59,Java,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,2019-08-27T20:16:16Z,1034,1034,C,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-webrtc-sdk-ios,2019-11-08T22:23:36Z,65,65,Swift,True,True,apache-2.0
awslabs,awslabs/amazon-kinesis-video-streams-webrtc-sdk-js,2019-09-14T00:49:34Z,287,287,TypeScript,True,True,apache-2.0
awslabs,awslabs/amazon-linux-instance-finder,2023-12-14T19:27:53Z,2,2,TypeScript,True,False,mit-0
awslabs,awslabs/amazon-log-agent-benchmark-tool,2020-05-05T06:18:32Z,20,20,Go,True,True,mit-0
awslabs,awslabs/amazon-lookout-for-vision-python-sdk,2021-02-25T18:52:55Z,7,7,Python,True,True,apache-2.0
awslabs,awslabs/amazon-managed-blockchain-client-templates,2019-02-07T21:21:27Z,45,45,,True,False,mit-0
awslabs,awslabs/amazon-msk-config-detector,2023-05-04T13:36:38Z,13,13,Python,True,True,apache-2.0
awslabs,awslabs/amazon-msk-data-generator,2021-08-24T20:10:22Z,13,13,Java,True,True,epl-2.0
awslabs,awslabs/amazon-neptune-tools,2018-02-14T05:13:35Z,297,297,Java,True,False,apache-2.0
awslabs,awslabs/amazon-omics-tools,2022-11-02T21:50:54Z,19,19,Python,True,True,apache-2.0
awslabs,awslabs/amazon-personalize-optimizer-using-amazon-pinpoint-events,2020-02-19T01:08:04Z,10,10,JavaScript,True,True,apache-2.0
awslabs,awslabs/amazon-pinpoint-preference-center,2020-11-10T00:04:16Z,12,12,JavaScript,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-driver-dotnet,2020-01-24T00:47:08Z,9,9,C#,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-driver-go,2020-02-12T19:44:18Z,22,22,Go,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-driver-java,2019-10-16T00:35:29Z,13,13,Java,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-driver-js,2021-06-28T19:36:13Z,2,2,TypeScript,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-driver-nodejs,2019-10-15T22:36:04Z,53,53,TypeScript,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-driver-python,2019-10-15T22:25:43Z,42,42,Python,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-driver-rust,2020-10-05T05:15:11Z,15,15,Rust,True,True,apache-2.0
awslabs,awslabs/amazon-qldb-export-processor-java,2022-03-30T21:38:04Z,4,4,Java,True,False,mit-0
awslabs,awslabs/amazon-qldb-ledger-load-java,2022-03-30T21:32:19Z,7,7,Java,True,False,mit-0
awslabs,awslabs/amazon-qldb-shell,2020-02-06T07:51:34Z,25,25,Rust,True,True,apache-2.0
